min_eig,ncc,accel,flow_std,confidence,iou_label
0.0003894487163051963,0.9904180765151978,4.510126092832876,2.2699787616729736,0.8603515625,low
0.0003682232345454395,0.9906433820724487,4.337211798346127,2.3301780223846436,0.85400390625,low
0.00010119206126546487,0.9820466041564941,15.192683220473945,7.306324005126953,0.84765625,medium
6.509493687190115e-05,0.9978347420692444,13.51516641575476,7.487307548522949,0.8232421875,medium
0.00030209761462174356,0.9908625483512878,6.629777701008098,3.0845563411712646,0.79052734375,medium
0.00029211019864305854,0.9905699491500854,7.757386372624305,3.624892234802246,0.78662109375,medium
0.0003885333426296711,0.9894574284553528,5.217472763709282,2.3699707984924316,0.77880859375,medium
0.0006135145085863769,0.9868484139442444,4.561282719957846,1.827972412109375,0.6298828125,low
0.000337890611262992,0.9915594458580017,5.121598438197691,2.43833065032959,0.62255859375,low
0.00038753493572585285,0.9887717366218567,5.64871134607274,2.5913705825805664,0.59814453125,medium
0.0001413857244187966,0.9983081221580505,6.585884698766011,3.1968841552734375,0.42529296875,low
0.00016239254910033196,0.9977287650108337,5.803327683356609,2.893418550491333,0.32666015625,low
0.00046514568384736776,0.991213321685791,10.272451136110075,3.962183952331543,0.308349609375,medium
0.00036050251219421625,0.9897032976150513,6.156393786134278,2.7920784950256348,0.297607421875,medium
0.0003512187104206532,0.9829588532447815,2.0211248407718023,3.1958630084991455,0.8603515625,low
0.00033229036489501595,0.9833465218544006,2.946617068621563,3.1934902667999268,0.85400390625,low
6.604273221455514e-05,0.9418768286705017,34.428218461988386,10.819474220275879,0.84765625,medium
5.24972565472126e-05,0.9710782170295715,36.28927151067188,111.17012023925781,0.8232421875,medium
0.00025563695817254484,0.9875266551971436,7.575862216160041,2.84867262840271,0.79052734375,medium
0.00024125224445015192,0.9871480464935303,10.116969872971461,3.47369647026062,0.78662109375,medium
0.0003296083596069366,0.9864718317985535,4.57331384172728,2.8529109954833984,0.77880859375,medium
0.0005351994186639786,0.9807169437408447,3.6127943644096088,2.4917056560516357,0.6298828125,low
0.0002916351950261742,0.9873352646827698,3.772717569027525,3.4455981254577637,0.62255859375,low
0.0003314958303235471,0.986169695854187,5.751903558611622,2.594393014907837,0.59814453125,medium
0.00012010864156764,0.9949240684509277,14.418263136066408,3.562601089477539,0.42529296875,low
0.0001393887068843469,0.9950535893440247,12.662865074742042,3.033853769302368,0.32666015625,low
0.000350008747773245,0.9902167916297913,13.399492370093308,9.652186393737793,0.308349609375,medium
0.00030185209470801055,0.9867554306983948,6.832954456497059,2.7766122817993164,0.297607421875,medium
0.0003050744708161801,0.987374484539032,2.475298977477229,3.454040765762329,0.8603515625,low
0.0002915030054282397,0.98833829164505,1.7231446651404803,3.4419753551483154,0.85400390625,low
6.334614590741694e-05,0.9879151582717896,31.29387094109932,5.830276012420654,0.84765625,medium
4.787402576766908e-05,0.9978809356689453,35.23038863189354,5.84050989151001,0.8232421875,medium
0.00022332239313982427,0.9890470504760742,12.34347731566508,3.842953681945801,0.79052734375,medium
0.0002096278331009671,0.9882204532623291,14.217365212114773,3.786799192428589,0.78662109375,medium
0.00028388205100782216,0.9864816069602966,8.35044017550448,3.7499337196350098,0.77880859375,medium
0.00047617332893423736,0.9836617112159729,2.0011894224621782,2.4548113346099854,0.6298828125,low
0.0002560295397415757,0.9885877966880798,7.0739063301948155,3.6875102519989014,0.62255859375,low
0.00028252662741579115,0.9857909679412842,9.32046152204126,3.8081040382385254,0.59814453125,medium
0.00012223731027916074,0.998271644115448,8.009692131219236,1.8748581409454346,0.42529296875,low
0.00014003530668560416,0.9979077577590942,6.337704575236149,1.8802019357681274,0.32666015625,low
0.0002922481799032539,0.992161214351654,17.595394650994148,4.639304161071777,0.308349609375,medium
0.0002628083457238972,0.9866818189620972,10.851634629370606,3.779972791671753,0.297607421875,medium
0.0002698558964766562,0.989513099193573,5.896144607472418,3.6240274906158447,0.8603515625,low
0.0002598835271783173,0.990292489528656,5.376362002329123,3.6243960857391357,0.85400390625,low
4.6853998355800286e-05,0.977203369140625,4.467796558989218,7.37656307220459,0.84765625,high
4.3599142372841015e-05,0.9977589845657349,2.429073732497887,6.628802299499512,0.8232421875,medium
0.00018748993170447648,0.9869780540466309,7.007277417075889,3.089874267578125,0.79052734375,medium
0.0001761366002028808,0.9860389828681946,7.799073760475474,3.2396111488342285,0.78662109375,medium
0.0002412966568954289,0.9883939027786255,7.943508669835291,3.1250784397125244,0.77880859375,medium
0.0004128337313886732,0.9872613549232483,5.809591439992278,2.7714948654174805,0.6298828125,low
0.0002157690323656425,0.9915820360183716,7.330337496151312,3.432851552963257,0.62255859375,low
0.00024036543618422002,0.9880045652389526,8.134262887685384,3.067035436630249,0.59814453125,medium
0.00010766246123239398,0.9980286955833435,2.867356618269675,1.6079355478286743,0.42529296875,low
0.00012215101742185652,0.997630774974823,2.892466475193959,1.7896696329116821,0.32666015625,low
0.00023424900427926332,0.9830951690673828,6.446880069701711,4.536228179931641,0.308349609375,medium
0.00022041276679374278,0.9875566363334656,7.542305255758461,3.0398144721984863,0.297607421875,medium
0.0003245605039410293,0.9776201844215393,6.322554699086863,3.873687744140625,0.8603515625,low
0.0003069157537538558,0.9781443476676941,6.931251514653416,4.069207191467285,0.85400390625,low
4.1121071262750775e-05,0.9806289672851562,14.433621603861898,6.316857814788818,0.84765625,high
4.0726998122408986e-05,0.9693048596382141,17.01903800177534,8.730024337768555,0.8232421875,medium
0.00023772913846187294,0.9809842109680176,3.877385102501809,2.567207098007202,0.79052734375,medium
0.00021179841132834554,0.9806718230247498,3.7562197211123456,2.8610477447509766,0.78662109375,medium
0.0003067438374273479,0.9795812964439392,2.809248171549656,2.9482667446136475,0.77880859375,medium
0.0005028977757319808,0.9823475480079651,5.358660512729954,4.092739582061768,0.6298828125,low
0.0002640888560563326,0.9830406904220581,3.9994239069877278,2.895630121231079,0.62255859375,low
0.00030980873270891607,0.978608250617981,2.4726385448960246,2.7222723960876465,0.59814453125,medium
9.81387056526728e-05,0.9851598739624023,11.41547759798376,5.336716175079346,0.42529296875,low
0.0001150025418610312,0.9858945608139038,10.81673244989779,5.306774616241455,0.32666015625,low
0.0002760734350886196,0.9781593084335327,17.205838187888347,11.04826831817627,0.308349609375,medium
0.00028512280550785363,0.9794256687164307,2.544288658974762,2.62860369682312,0.297607421875,medium
0.00031892972765490413,0.9892256259918213,16.61619303910231,2.5071945190429688,0.85693359375,low
0.00029524663113988936,0.9905248880386353,16.203909091864674,2.4994351863861084,0.8115234375,low
3.8475889596156776e-05,0.9876106381416321,8.517270411194044,7.3907647132873535,0.84765625,high
4.0557340980740264e-05,0.9803704023361206,9.437620915496494,3.579481840133667,0.8232421875,medium
0.00023447777493856847,0.989551842212677,14.655541399561312,2.9451487064361572,0.79052734375,medium
0.0002004326379392296,0.9889788031578064,14.521360366990415,3.753948926925659,0.78662109375,medium
0.00029728279332630336,0.988868772983551,16.647721721620037,2.4350147247314453,0.77880859375,medium
0.0004873716097790748,0.98726487159729,16.87086284095111,3.048980236053467,0.267333984375,low
